id,crime_count,avg_distance
way/215914287,2.0,0.0009217785594150024
way/215914291,51.629999999999995,0.0013480970070334176
way/215914297,3.25,0.00032393692107311327
way/215914299,9.47,0.00017928689107688466
way/215914300,39.43,0.0007419733822670957
way/215922396,3.33,0.0009186296414029439
way/215930336,1.33,0.00028618394434809687
way/215930339,34.04,0.0003283532730452458
way/215939534,4.66,0.00021557630274214611
way/215948839,2.75,0.0006745583740510798
way/218105243,1.0,0.00011329329195575731
way/219329877,3.0,0.0007397893619624311
way/219329882,31.0,0.0006806784048223361
way/219607662,5.0,0.0026446097442679585
way/222718383,14.5,0.0005100253756563801
way/223437301,2.5,0.0005051510863035705
way/223437302,4.2,0.0006187209382557042
way/223437612,18.57,0.0015118824858400253
way/223437613,1.0,7.44748279713804e-05
way/223437614,1.0,0.0010194788717567136
way/225632793,14.11,0.0004654065576490715
way/226119752,27.25,0.00022701023050349846
way/226324123,103.12,0.0005559275265798693
way/228528018,2.0,7.51175745141556e-05
way/229345112,78.95,0.0011895201377377577
way/230247756,4.0,0.0003962220432527739
way/230247831,32.0,0.002506743275638936
way/230247832,181.66,0.002154064479736161
way/230248005,61.33,0.002018175381137472
way/230248006,1.0,0.002522031720664391
way/230248039,4.0,0.006169396606575656
way/230249890,11.0,0.0033674563525858403
way/230250691,1.0,0.00036361112468534035
way/230250692,16.0,0.0038263287869204775
way/230250694,26.58,0.0033380400913131775
way/230251233,41.0,0.002833370525016041
way/230251234,11.67,0.002358807852335422
way/230251491,40.39,0.0022363728607345274
way/230251492,142.94,0.001155458100152253
way/230251720,5.29,0.0001662475062553988
way/230251721,17.0,0.0011390408172168793
way/230252940,1.0,0.0026843167175247544
way/230252941,76.5,0.0025745484252265864
way/230253365,8.33,0.0022685868988682506
way/230253366,238.06000000000003,0.0019372239787727881
way/230349788,123.33,0.0034963081416203743
way/230353772,136.36,0.0038262808096817813
way/230354796,290.00000000000006,0.002083500060067829
way/233974204,15.29,0.0001669044439057966
way/234013259,44.839999999999996,0.0002748317843385604
way/234013260,29.32,0.00026602876632837426
way/234013261,58.42999999999999,0.0006021999624385172
way/234013266,5.5,0.00012326210683588667
way/234939833,4.33,0.0001899665341897089
way/234939834,3.8,0.00013913675776898156
way/241396976,1.0,7.110731326507791e-05
way/241396984,8.0,0.001975989168564119
way/241527585,1.0,0.0013684354935609606
way/241530176,2.0,8.544003734557151e-06
way/242064345,55.66,0.0011934969153846286
way/243296596,1.0,0.0001265898890131175
way/243296600,5.0,0.0026691901968245424
way/243299539,55.5,0.0011584675128530424
way/243299540,2.0,0.0003197253142110509
way/243299545,48.83,0.0014293620212180375
way/243299546,39.83,0.0034983828634634353
way/243301092,35.5,0.001919860238365761
way/243303525,97.92,0.0008114976252817207
way/243347883,9.030000000000001,0.00035084697615805584
way/243347884,2.0,0.0002727591739814322
way/243347885,27.64,0.00048552931636637755
way/243347890,1.0,0.0002503031162358233
way/243347891,1.0,0.0002966749062498751
way/243347897,1.0,0.0004704051445243696
way/243347906,5.0,0.00025230470854847447
way/243347919,10.43,0.0005715788550210576
way/243347921,12.33,0.0006954311460453753
way/243347922,6.0,0.0005670789119826191
way/243347928,1.0,0.00021243737899246477
way/243347929,1.0,0.0001884223182170383
way/243347931,6.0,0.00010575916035475846
way/243351470,12.250000000000002,0.00025813500060537935
way/243352640,1.0,3.4820827098920185e-05
way/243356341,3.0,0.0003488202317360815
way/243356343,29.14,0.0016196167003200994
way/243356763,13.6,0.0011002233333991457
way/243822812,2.0,8.260568988022311e-05
way/243830596,5.0,0.00030180406375912306
way/243830599,81.82000000000001,0.000864215552873022
way/243830600,113.81,0.0009942227430060862
way/243830601,8.2,0.0015269040057689514
way/243830605,1.0,0.0002543856324613697
way/24444867,1.0,0.00021711050181951247
way/24444868,3.21,0.00010306985314063332
way/24445151,1.5,0.0007471952890663953
way/24445725,2.5,9.159148431429952e-05
way/247954174,1.0,4.004996878723699e-05
way/257518317,98.32000000000001,0.0006109843394073905
way/258701272,1.0,3.0391610703046294e-05
way/25958945,18.86,0.001752742695895415
way/261620524,1.0,8.490712572887025e-05
way/265005015,2.83,0.000157293012417798
way/265005022,10.21,0.0002342595662516346
way/265005023,1.0,0.00021506047987174143
way/265005026,3.0,5.246837142382818e-05
way/26786737,18.07,0.0017356186559611404
way/26786742,8.57,0.00020732389676288417
way/26786744,3.5,0.0002280477039389219
way/26800206,1.0,3.1622776544313293e-06
way/26800271,3.17,0.0002549616506434453
way/268796839,1.0,0.0005586143571589313
way/270237448,14.0,0.0007993215587665778
way/270237456,1.83,0.00071244141512486
way/273202282,1.2,3.924754769369399e-05
way/274792332,8.29,0.0009194401243239381
way/274792333,2.0,0.0012647780678942012
way/275379331,52.71,0.00048374744915507563
way/27608900,3.0,0.00019630129025339333
way/27609107,8.25,0.0011897436624406905
way/276656199,216.69000000000003,0.0009770785573602909
way/276656200,130.87,0.0013431127261794521
way/276656208,85.58,0.0008438049331645385
way/276656209,46.0,0.0008726454231888781
way/276656210,8.0,0.00028674081256363303
way/276656212,128.75,0.0010280849148269512
way/276656358,85.05999999999999,0.0012709774091749096
way/276656359,36.83,0.001629546182117035
way/276656360,9.67,0.0003889276952032719
way/276659598,119.14,0.0013328599507282388
way/277706913,1.0,0.0037496817051548524
way/279476502,8.3,0.0001322278635561512
way/280110947,1.0,4.439909905825745e-05
way/28038409,2.0,3.929376541951343e-06
way/28038541,1.0,0.000134035592289096
way/28038669,1.0,3.6055512643901566e-06
way/28038733,2.71,0.00010990680584753897
way/282783240,2.0,0.0022435844188947026
way/282799462,3.0,0.0010669406411762151
way/282799473,3.14,0.0007152093205057678
way/282799474,1.0,7.338426262144145e-05
way/282799476,3.5,0.0017579663933065942
way/282799477,22.83,0.0008902865951936331
way/282799478,13.21,0.0019515089766105704
way/282799480,3.0,0.0025475800703415514
way/282799481,7.5,0.0001902069846331971
way/282799482,4.0,0.0019020732154770308
way/282799483,2.0,0.002447207331802171
way/282799484,5.0,0.00016680251883544883
way/285111947,6.0,0.0003411189013584026
way/285337631,2.0,0.0003556600764723879
way/285337634,118.63,0.0010269137026351965
way/285337637,4.0,5.918261360208633e-05
way/285337639,1.0,0.0005033137490645126
way/28683911,1.0,5.731491952880391e-05
way/28684729,1.0,0.00017040120305127985
way/28684816,2.0,0.0003627972712091496
way/28684853,1.0,0.00027786849406987054
way/28685152,5.14,0.000413177874583658
way/28685603,4.0,0.00045019655463678565
way/28685648,119.94,0.000636577174231137
way/28686084,3.0,0.0008005729517242071
way/28686090,6.83,0.0006006385682258313
way/28686579,4.0,0.00024910010064199266
way/28688144,38.66,0.0003833078637010203
way/28688645,42.84,0.0009413997107528975
way/28688727,1.0,9.43398113119483e-05
way/28688761,9.14,0.000805377488117311
way/286982732,1.0,3.440523215537233e-05
way/286985187,60.5,0.00341307269814221
way/286985191,2.6,0.00044706960088252074
way/286985195,12.0,0.0014009243460794186
way/286985200,3.0,0.0011303148003193755
way/286992763,23.0,0.0025734015805554916
way/28704966,5.0,0.0003885487048806632
way/287370898,684.3800000000002,0.0017186460927206843
way/287370909,292.32,0.0013228232343679457
way/287413972,10.33,0.0015673038584852756
way/287527643,8.06,0.0006317612868412281
way/287527645,5.17,0.0005090636075428616
way/287527648,1.25,0.00028086925783692656
way/287527650,3.33,0.00022376992809255853
way/287527653,213.74999999999997,0.0009622683669403007
way/287527655,2.33,6.094341638593775e-05
way/287527658,18.0,0.0005155083823242586
way/287527661,1.0,0.00029357179701572996
way/288209507,23.4,0.0025980597732737395
way/288209514,4.0,0.0034548471627032563
way/288209531,14.5,0.001654854067417875
way/288209538,5.0,0.0002549179353797647
way/288351601,11.71,0.00020403407185789454
way/288351602,91.33,0.0008692718839123635
way/28851740,2.5,0.0001689580125354675
way/28851747,151.51,0.0018775901214045274
way/289324672,34.66,0.001328362401694329
way/289486101,4.0,0.0033383908231714725
way/289486102,34.99,0.001406898041575106
way/289667585,5.0,0.00014046688958117576
way/289667586,155.03999999999996,0.0012392033854060692
way/289667587,34.27,0.000446815082737652
way/289670475,64.53,0.0014694735435946192
way/289670476,62.21,0.0024320552216731553
way/28977645,26.479999999999997,0.0010619559622324403
way/29013401,1.0,0.0012618026787175449
way/290277128,202.81,0.001643926711624417
way/290277129,95.5,0.0023869569195814687
way/290277130,8.0,0.0023904736574744704
way/290277131,27.73,0.001569338527384699
way/290277132,15.0,0.0017431184636795493
way/290405872,21.29,0.0008410324406401864
way/290405873,1.0,0.00010572270333315021
way/290405874,3.67,9.00163023279527e-05
way/29094069,5.0,0.0006345807844543379
way/29179918,3.0,0.0010124383531332627
way/29344314,40.66,0.0005857814517033814
way/29344340,1.0,0.00012384264209488647
way/29346974,3.2,0.0008377397659096994
way/29347048,6.0,0.0025540036702937315
way/294898691,25.549999999999997,0.0016826746719588832
way/295580655,3.67,0.0001574772682006739
way/297429178,15.5,0.0007512507450714842
way/297429727,1.0,0.001024351502170451
way/303454535,1.0,0.00011216059914957321
way/303454539,2.0,0.00014575824036202177
way/303454543,7.67,0.0002207834200523606
way/304298719,103.81,0.0027696655450731213
way/304315984,2.0,0.000657843712470855
way/304517311,3.83,4.695986233130896e-05
way/304517312,256.51,0.001410182004072991
way/304517313,17.25,0.0027412312655068615
way/304518360,8.4,0.0009978223025471514
way/304518362,52.080000000000005,0.002471306597614912
way/304518363,1.0,0.00010489675875981177
way/304518364,1.0,0.00017615748636074917
way/304518365,151.14999999999998,0.0022547249621489135
way/304518366,5.5,0.001000648979778912
way/30455526,5.5,0.0002829871167767668
way/30455576,78.73,0.0009660580701382803
way/30455588,1.0,3.724741601531111e-05
way/30455623,49.12,0.001655094111055751
way/304746776,2.0,0.0012449394824880652
way/304746777,92.02,0.001521902134366195
way/304746778,144.54,0.0016126422171090983
way/304746779,5.0,0.0018182455772603756
way/305918452,6.37,0.0008984231344146057
way/306007055,247.82000000000005,0.0016013092173285674
way/306007056,3.0,0.00018187322806126859
way/306021857,169.81,0.0009055029121462468
way/306036265,1.0,0.007138270670145667
way/306157879,20.81,0.00034979750283299253
way/30678728,7.0,0.0007952441901767915
way/30678770,3.0,6.727070116663826e-05
way/30678786,4.0,0.0009045387323791848
way/307098112,1.0,0.00026669270706685517
way/307098113,10.75,0.0003089855470539855
way/307098114,93.36000000000001,0.0007452764693610354
way/30872702,53.57,0.0004727859327146909
way/30873083,12.5,0.0003058233571165852
way/30978057,45.16,0.00019085642846640536
way/30978410,15.84,0.0001998799714910134
way/30978553,16.36,0.00026330441156593217
way/31021253,94.67999999999999,0.0013437917905706235
way/31021314,15.5,0.003937936297449073
way/31021579,2.0,0.0006227727178002281
way/31021592,112.01,0.000963022749566993
way/31021597,6.0,0.0004034734906203001
way/31021612,1.8,0.00038040064406139577
way/31021614,4.0,0.00041148576193963883
way/31021831,1.0,2.485819782667018e-05
way/31031536,9.0,0.002259099257232073
way/31031557,74.99,0.00130619151232139
way/31031559,78.33,0.002124287981612346
way/31032218,39.6,0.000685727521194547
way/31032274,21.120000000000005,0.00039888755234350487
way/310449464,1.0,0.00011286460915926621
way/310449465,1.0,0.00015057386890681202
way/310449468,3.0,5.791327997028285e-05
way/310449469,2.0,9.717129205674666e-05
way/310449474,1.0,0.00038605958089811575
way/310449475,3.0,0.0006594683693447297
way/310948305,31.33,0.001178030618599725
way/310948306,11.0,0.0005960123997000052
way/311764286,15.83,0.0008954090498740089
way/311764287,9.71,0.00019240828485978957
way/311764288,1.0,5.0990195146538875e-06
way/311764294,36.86,0.00014510093051419196
way/311764298,23.75,0.000785294190768996
way/311764304,2.75,0.000264946548718432
way/311764308,68.46000000000001,0.00044247932803482664
way/311774611,20.11,0.0018621650736149243
way/311774612,6.33,0.00152146677746476
way/311774615,30.7,0.0019356391310950858
way/31321141,1.0,0.002623422383075716
way/314113142,3.5,0.0001837356797369934
way/316454371,2.0,0.0001588020151017044
way/322294489,1.0,0.00017501774195569282
way/325812310,4.0,0.0019282384458393176
way/325812311,8.0,0.0018503677624920648
way/329888862,2.0,0.006367246137731512
way/329895904,2.0,6.89374665051706e-05
way/329895906,1.0,2.630019011516971e-05
way/329905903,5.0,0.00026340608519903044
way/329905904,1.0,5.327307011989031e-05
way/329965272,1.0,6.6490600822535985e-06
way/329965278,5.67,0.00025779632460978634
way/329965280,1.0,9.307684996338215e-05
way/329986568,88.28999999999999,0.001099308926166284
way/329987667,146.18,0.0024946189110169937
way/329990126,14.5,0.0007064180164899249
way/329997803,8.0,0.00020475321178020065
way/329997804,2.0,0.0002028327216048399
way/329997949,11.08,0.0007844477850171285
way/330074214,19.299999999999997,0.0006290480887487794
way/330110212,5.0,0.0006356235029335997
way/330110213,6.43,0.0005864362532167761
way/330110214,10.25,0.0012386483536240313
way/330110215,2.67,0.0014657472083461451
way/330124005,13.370000000000001,0.0014943520313634717
way/330124006,11.870000000000001,0.0004173592422031129
way/331168487,19.67,0.002842343702058029
way/331322111,1.0,4.833218389642967e-05
way/332047089,39.0,0.00196981990807895
way/332055827,10.0,0.0023359116921610615
way/335295939,105.45,0.00030799821331009195
way/337901405,25.67,0.002135126173620563
way/337901415,1.0,0.0001584054607595449
way/337901417,1.0,0.0004633820238199737
way/337901420,1.0,0.00016271216919373855
way/337901423,5.71,0.0003853881290296593
way/337901445,1.0,8.46013002324992e-05
way/337901450,25.909999999999997,0.0016654882209390061
way/338503267,119.96,0.001236330967908086
way/338503268,1.0,3.140350298287751e-05
way/338503275,16.02,0.00036003734542275925
way/338503276,9.33,0.0014228756904706014
way/338503278,1.0,0.0006940602639452799
way/338503280,46.79,0.0014503898916171257
way/338503281,272.33,0.0024183288212502358
way/339830124,10.45,0.0003907068692960106
way/339830126,1.0,0.0010722039405003643
way/340371475,162.01,0.0007309032376999553
way/340371479,211.06000000000003,0.0008493656244794544
way/340371480,26.5,0.0011147993022151644
way/340371481,12.370000000000001,0.0005457827727266702
way/341475321,47.989999999999995,0.0007152842640023513
way/343008619,131.69,0.0015421847753972187
way/343742788,14.86,0.00038826312530953143
way/350983135,2.67,0.0007913043799123061
way/351461478,2.0,0.0003572134404011208
way/354587521,314.41,0.00040915411143055343
way/354587522,108.09000000000002,0.0006635830355932431
way/354587523,8.46,0.00041047829029787323
way/358753576,1.0,0.00016616934136554618
way/358758200,5.5,0.001200347884196275
way/358758230,2.0,0.0004425573409202094
way/358758245,22.0,0.002690072059159089
way/358758258,6.5,0.0009691360999445299
way/358758272,2.25,0.0005020240332928633
way/358758316,7.4,0.0007648125141386597
way/358758331,2.33,0.00035332053722830303
way/358758368,2.0,0.001034201083985372
way/358758384,3.25,0.0009756909644957674
way/359612947,25.5,0.0038570271027555496
way/359612965,1.0,0.0001764667107478474
way/360421887,1.0,0.008229876025790605
way/360563384,7.5,0.0002559074356274824
way/360576139,46.66,0.0006438950772296937
way/360576962,16.2,0.0003754105644893872
way/360576963,1.0,9.652564426614244e-05
way/360576964,1.0,3.3165192592757604e-05
way/361218258,29.5,0.0004068955144872246
way/361218259,42.15,0.00027123453244080127
way/361218260,2.0,0.00013993719605756891
way/361218263,3.0,0.00022980972896146943
way/361218265,43.83,0.0021355766713880946
way/361218267,3.14,0.00011656912112619497
way/361220998,6.93,0.0002185721828980103
way/361220999,8.66,0.0009650025028754751
way/361221000,18.33,0.0011768582955993517
way/361221001,2.0,0.0003164771461189296
way/361221002,3.0,0.00010883149201326681
way/361221004,1.0,2.6459969758358385e-05
way/361222945,91.8,0.0023534827842982948
way/361222946,8.0,0.0006120005765833193
way/361222947,42.0,0.0018752863421117657
way/361228849,7.4,0.00037823654690496923
way/361228850,16.5,0.0016308709292105674
way/361295566,21.18,0.000772170248762398
way/361349214,6.0,0.001297164760070102
way/361349368,2.0,0.0017120933882241497
way/361349369,29.0,0.0014188752471255611
way/361349371,10.0,0.0004227134205472671
way/361648720,6.0,0.00040194556789308533
way/361648721,12.0,0.0008575510777671098
way/361650457,19.43,0.0013947888657834444
way/361650542,4.0,0.002345285448268135
way/361651620,14.5,0.0011904797497986825
way/361651623,6.0,0.0021575690363920077
way/361651624,2.0,0.0004168730667929167
way/361822425,1.0,0.0003319653596431281
way/361822959,62.0,0.0014148363034112538
way/361823076,24.83,0.001540542661062732
way/361824127,1.0,0.0003827906999843074
way/361824128,1.0,0.00021940020510502603
way/361824129,16.0,0.0007719620401804287
way/361824130,20.740000000000002,0.0009872799409279829
way/361825031,65.64999999999999,0.0002905207408080563
way/361826471,3.0,0.000413192449110767
way/361826472,1.0,3.8862964368274766e-05
way/361826473,5.6,0.0003304437168403918
way/361826474,13.5,0.0002016125658126425
way/361827921,1.0,0.0001579373293693941
way/361827922,1.0,0.00013191379761704787
way/361827923,42.599999999999994,0.0004291455541981658
way/361827924,1.0,0.0002095735908971332
way/361828345,58.25,0.001171060784312702
way/361828346,4.83,0.00034177108154368597
way/361829634,4.0,0.0016135376684480712
way/361829635,23.58,0.0026328468148061886
way/361829636,2.75,0.00016335877038953323
way/361830070,10.129999999999999,0.001821190441628742
